"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"RELIANCE","EQ","25-Jul-2024","2,991.40","2,962.00","3,000.95","2,954.15","2,988.35","2,984.80","2,980.72","62,59,938","18,65,91,22,151.40","2,21,753","37,29,490","59.58"
"RELIANCE","EQ","26-Jul-2024","2,984.80","2,984.80","3,024.85","2,980.70","3,018.60","3,018.05","3,012.08","49,29,970","14,84,94,80,970.80","1,80,757","23,96,373","48.61"
"RELIANCE","EQ","29-Jul-2024","3,018.05","3,023.90","3,055.00","3,023.55","3,038.25","3,040.20","3,038.43","37,69,275","11,45,26,61,155.40","1,70,155","22,06,938","58.55"
"RELIANCE","EQ","30-Jul-2024","3,040.20","3,034.05","3,050.00","3,020.00","3,023.00","3,026.30","3,033.38","41,14,104","12,47,96,37,390.30","1,84,296","24,14,027","58.68"
"RELIANCE","EQ","31-Jul-2024","3,026.30","3,008.00","3,020.90","3,002.30","3,009.00","3,010.85","3,010.83","50,28,673","15,14,04,71,169.85","2,01,961","32,24,303","64.12"
"RELIANCE","EQ","01-Aug-2024","3,010.85","3,024.00","3,036.00","3,008.60","3,035.90","3,030.60","3,025.50","53,82,111","16,28,35,66,572.30","2,19,081","36,47,873","67.78"
"RELIANCE","EQ","02-Aug-2024","3,030.60","3,010.00","3,018.65","2,986.55","2,992.00","2,998.65","3,001.82","51,34,124","15,41,16,92,078.15","1,76,635","31,86,337","62.06"
"RELIANCE","EQ","05-Aug-2024","2,998.65","2,960.00","2,967.80","2,866.50","2,896.00","2,894.65","2,901.81","85,23,352","24,73,31,28,212.00","4,48,630","55,50,149","65.12"
"RELIANCE","EQ","06-Aug-2024","2,894.65","2,910.30","2,955.00","2,902.65","2,915.55","2,912.10","2,929.53","51,18,093","14,99,35,89,440.05","1,97,549","26,51,919","51.81"
"RELIANCE","EQ","07-Aug-2024","2,912.10","2,938.00","2,945.00","2,923.00","2,930.00","2,929.65","2,930.89","40,87,284","11,97,93,63,870.55","2,76,362","25,97,947","63.56"
"RELIANCE","EQ","08-Aug-2024","2,929.65","2,915.05","2,930.00","2,891.85","2,896.45","2,898.25","2,905.69","61,93,596","17,99,66,62,105.65","2,55,138","37,34,582","60.30"
"RELIANCE","EQ","09-Aug-2024","2,898.25","2,920.00","2,953.00","2,912.00","2,946.10","2,948.60","2,939.20","31,24,888","9,18,46,80,574.05","1,50,169","14,06,089","45.00"
"RELIANCE","EQ","12-Aug-2024","2,948.60","2,940.00","2,946.00","2,915.50","2,923.00","2,921.25","2,929.82","40,92,292","11,98,96,80,025.65","1,88,301","26,40,196","64.52"
"RELIANCE","EQ","13-Aug-2024","2,921.25","2,921.50","2,940.15","2,916.00","2,925.00","2,927.25","2,928.29","31,32,532","9,17,29,71,802.70","1,34,517","17,57,602","56.11"
"RELIANCE","EQ","14-Aug-2024","2,927.25","2,927.10","2,944.00","2,907.40","2,920.10","2,923.70","2,925.78","31,33,733","9,16,86,16,380.80","1,85,733","17,48,077","55.78"
"RELIANCE","EQ","16-Aug-2024","2,923.70","2,937.30","2,960.80","2,916.10","2,957.75","2,956.40","2,944.77","47,08,451","13,86,53,25,209.75","1,87,365","21,41,288","45.48"
"RELIANCE","EQ","19-Aug-2024","2,956.40","2,965.00","2,996.60","2,961.00","2,979.00","2,976.80","2,980.25","68,98,871","20,56,03,27,724.60","2,00,328","46,27,354","67.07"
"RELIANCE","EQ","20-Aug-2024","2,976.80","2,994.45","3,007.85","2,980.05","2,986.50","2,991.90","2,996.98","42,05,904","12,60,50,24,714.40","1,75,516","27,65,914","65.76"
"RELIANCE","EQ","21-Aug-2024","2,991.90","2,986.50","3,015.75","2,980.00","2,999.00","2,997.35","3,001.42","38,84,998","11,66,05,26,038.60","1,41,353","25,16,019","64.76"
"RELIANCE","EQ","22-Aug-2024","2,997.35","3,006.00","3,013.00","2,981.30","2,996.50","2,996.25","2,994.88","52,22,891","15,64,19,35,953.20","2,33,216","32,22,286","61.70"
"RELIANCE","EQ","23-Aug-2024","2,996.25","3,007.50","3,022.65","2,996.85","2,996.85","2,999.95","3,007.21","46,24,827","13,90,78,42,193.30","1,68,002","24,66,304","53.33"
"RELIANCE","EQ","26-Aug-2024","2,999.95","3,013.95","3,046.00","3,006.00","3,021.20","3,025.20","3,028.80","44,08,057","13,35,11,14,538.35","2,37,540","27,04,777","61.36"
"RELIANCE","EQ","27-Aug-2024","3,025.20","3,021.00","3,026.95","2,998.90","3,001.00","3,000.90","3,008.12","31,25,578","9,40,21,08,149.05","1,01,024","20,14,932","64.47"
"RELIANCE","EQ","28-Aug-2024","3,000.90","3,010.00","3,014.95","2,986.00","2,999.00","2,996.60","2,999.57","48,05,143","14,41,33,56,125.80","2,00,883","34,80,824","72.44"
"RELIANCE","EQ","29-Aug-2024","2,996.60","3,006.20","3,074.00","2,988.00","3,042.90","3,041.85","3,038.57","1,91,67,679","58,24,23,37,590.95","5,70,843","79,84,285","41.65"
"RELIANCE","EQ","30-Aug-2024","3,041.85","3,068.00","3,079.45","3,006.65","3,024.95","3,019.25","3,026.71","2,08,10,365","62,98,70,09,675.80","5,99,570","1,19,10,770","57.23"
"RELIANCE","EQ","02-Sep-2024","3,019.25","3,021.75","3,053.60","3,013.25","3,034.40","3,032.50","3,034.10","56,20,426","17,05,29,33,370.55","2,80,541","34,03,958","60.56"
"RELIANCE","EQ","03-Sep-2024","3,032.50","3,042.50","3,046.00","3,015.00","3,018.90","3,018.25","3,026.09","54,61,900","16,52,81,93,207.35","2,26,578","39,88,825","73.03"
"RELIANCE","EQ","04-Sep-2024","3,018.25","3,001.40","3,035.00","2,999.00","3,031.95","3,029.10","3,023.30","59,91,652","18,11,45,82,555.90","2,52,191","42,96,024","71.70"
"RELIANCE","EQ","05-Sep-2024","3,029.10","3,038.10","3,051.55","2,974.10","2,991.00","2,985.95","3,007.10","81,32,084","24,45,39,50,049.65","3,43,225","48,97,259","60.22"
"RELIANCE","EQ","06-Sep-2024","2,985.95","2,985.00","2,994.00","2,923.25","2,930.95","2,929.65","2,938.97","96,97,114","28,49,94,95,837.10","4,47,718","54,84,238","56.56"
"RELIANCE","EQ","09-Sep-2024","2,929.65","2,933.00","2,939.85","2,911.20","2,927.00","2,924.90","2,923.84","45,05,149","13,17,23,42,172.80","1,79,506","28,68,460","63.67"
"RELIANCE","EQ","10-Sep-2024","2,924.90","2,921.00","2,944.10","2,915.15","2,924.00","2,923.05","2,928.75","53,84,130","15,76,87,77,163.00","1,86,858","33,07,014","61.42"
"RELIANCE","EQ","11-Sep-2024","2,923.05","2,926.10","2,937.50","2,895.10","2,904.45","2,903.00","2,917.10","48,80,101","14,23,57,32,813.00","2,54,431","29,98,632","61.45"
"RELIANCE","EQ","12-Sep-2024","2,903.00","2,914.00","2,972.00","2,891.75","2,953.00","2,959.60","2,930.24","1,11,74,688","32,74,44,74,466.75","3,65,694","56,88,113","50.90"
"RELIANCE","EQ","13-Sep-2024","2,959.60","2,952.80","2,966.30","2,939.00","2,946.50","2,945.25","2,951.65","43,55,664","12,85,63,98,757.55","1,33,244","22,93,496","52.66"
"RELIANCE","EQ","16-Sep-2024","2,945.25","2,955.10","2,961.80","2,929.50","2,944.35","2,942.70","2,944.45","27,40,887","8,07,04,08,899.55","1,27,429","16,50,005","60.20"
"RELIANCE","EQ","17-Sep-2024","2,942.70","2,948.00","2,954.95","2,933.25","2,945.00","2,944.60","2,943.09","29,67,664","8,73,41,02,749.70","1,48,458","19,62,511","66.13"
"RELIANCE","EQ","18-Sep-2024","2,944.60","2,940.00","2,964.00","2,921.10","2,923.00","2,926.90","2,939.96","42,87,357","12,60,46,50,688.95","1,79,852","27,16,778","63.37"
"RELIANCE","EQ","19-Sep-2024","2,926.90","2,932.50","2,953.00","2,911.10","2,940.00","2,939.35","2,934.14","84,77,951","24,87,55,02,062.25","2,59,931","51,62,238","60.89"
"RELIANCE","EQ","20-Sep-2024","2,939.35","2,948.00","2,990.00","2,942.75","2,972.10","2,971.85","2,970.54","1,54,48,660","45,89,08,94,255.50","3,79,677","85,64,168","55.44"
"RELIANCE","EQ","23-Sep-2024","2,971.85","2,982.00","3,003.00","2,977.90","2,985.00","2,986.75","2,990.93","44,16,157","13,20,84,20,985.10","1,46,805","27,66,969","62.66"
"RELIANCE","EQ","24-Sep-2024","2,986.75","2,977.00","3,001.00","2,975.75","2,980.50","2,978.75","2,986.14","85,68,722","25,58,74,44,695.30","2,01,586","69,26,041","80.83"
"RELIANCE","EQ","25-Sep-2024","2,978.75","2,967.80","2,993.00","2,960.40","2,988.05","2,987.90","2,976.46","35,34,501","10,52,02,89,097.25","1,54,120","21,70,405","61.41"
"RELIANCE","EQ","26-Sep-2024","2,987.90","2,981.30","3,008.00","2,976.10","3,008.00","2,995.90","2,994.82","94,09,499","28,17,97,60,605.20","2,59,792","63,88,610","67.90"
"RELIANCE","EQ","27-Sep-2024","2,995.90","2,998.00","3,066.95","2,984.00","3,047.05","3,052.35","3,024.87","1,02,98,739","31,15,23,28,126.20","3,28,612","71,92,739","69.84"
"RELIANCE","EQ","30-Sep-2024","3,052.35","3,038.80","3,049.95","2,948.80","2,958.00","2,953.15","2,977.44","1,35,04,407","40,20,86,25,079.45","4,31,656","97,72,452","72.36"
"RELIANCE","EQ","01-Oct-2024","2,953.15","2,961.30","2,975.90","2,925.65","2,927.00","2,929.65","2,938.60","82,15,821","24,14,29,92,536.60","3,30,546","58,33,186","71.00"
"RELIANCE","EQ","03-Oct-2024","2,929.65","2,873.15","2,898.80","2,804.15","2,813.95","2,813.95","2,846.93","1,88,78,647","53,74,62,34,225.65","6,89,559","1,33,01,627","70.46"
"RELIANCE","EQ","04-Oct-2024","2,813.95","2,807.85","2,834.70","2,763.55","2,771.50","2,773.05","2,796.15","1,85,36,438","51,83,07,08,670.55","5,34,690","1,09,30,510","58.97"
"RELIANCE","EQ","07-Oct-2024","2,773.05","2,787.00","2,793.00","2,722.75","2,740.70","2,741.45","2,750.92","1,10,90,670","30,50,95,18,408.05","4,23,167","78,80,470","71.05"
"RELIANCE","EQ","08-Oct-2024","2,741.45","2,745.95","2,802.00","2,730.20","2,798.95","2,794.70","2,768.60","85,10,404","23,56,19,05,588.15","3,58,981","52,45,628","61.64"
"RELIANCE","EQ","09-Oct-2024","2,794.70","2,795.05","2,801.95","2,745.00","2,748.00","2,749.20","2,773.49","71,55,305","19,84,51,68,137.95","3,58,324","46,24,596","64.63"
"RELIANCE","EQ","10-Oct-2024","2,749.20","2,760.05","2,772.00","2,738.85","2,742.50","2,742.10","2,749.69","1,11,79,323","30,73,96,75,824.55","3,64,305","80,88,422","72.35"
"RELIANCE","EQ","11-Oct-2024","2,742.10","2,740.00","2,766.55","2,737.65","2,749.00","2,744.20","2,751.19","39,90,061","10,97,74,31,923.95","1,97,702","18,59,446","46.60"
"RELIANCE","EQ","14-Oct-2024","2,744.20","2,758.90","2,760.15","2,736.50","2,745.50","2,745.05","2,746.12","61,10,716","16,78,07,32,590.05","2,33,903","41,47,617","67.87"
"RELIANCE","EQ","15-Oct-2024","2,745.05","2,717.05","2,743.40","2,681.40","2,688.60","2,688.05","2,708.71","1,68,81,397","45,72,68,23,453.35","6,02,869","1,11,51,853","66.06"
"RELIANCE","EQ","16-Oct-2024","2,688.05","2,680.00","2,728.00","2,675.25","2,709.40","2,708.15","2,696.84","1,00,17,219","27,01,48,52,678.00","3,56,705","62,61,479","62.51"
"RELIANCE","EQ","17-Oct-2024","2,708.15","2,731.40","2,736.90","2,704.10","2,713.30","2,712.85","2,718.84","77,71,830","21,13,03,92,926.65","3,83,984","49,06,216","63.13"
"RELIANCE","EQ","18-Oct-2024","2,712.85","2,704.35","2,736.85","2,682.65","2,717.00","2,718.60","2,713.87","60,41,226","16,39,51,16,698.50","2,95,032","31,08,315","51.45"
"RELIANCE","EQ","21-Oct-2024","2,718.60","2,734.25","2,748.00","2,715.45","2,736.00","2,738.40","2,734.41","70,33,704","19,23,30,63,988.40","2,28,845","47,05,858","66.90"
"RELIANCE","EQ","22-Oct-2024","2,738.40","2,738.40","2,752.00","2,680.45","2,684.15","2,686.70","2,707.80","79,15,980","21,43,48,71,569.75","3,63,161","51,47,016","65.02"
"RELIANCE","EQ","23-Oct-2024","2,686.70","2,675.00","2,714.95","2,670.00","2,682.35","2,677.05","2,688.32","86,07,371","23,13,93,46,660.10","3,37,356","54,62,528","63.46"
"RELIANCE","EQ","24-Oct-2024","2,677.05","2,670.55","2,687.40","2,646.25","2,678.90","2,679.60","2,668.53","1,10,77,967","29,56,19,35,442.55","3,45,601","72,70,549","65.63"
"RELIANCE","EQ","25-Oct-2024","2,679.60","2,687.00","2,688.70","2,644.00","2,656.30","2,655.70","2,659.80","92,98,748","24,73,28,26,126.10","3,88,238","59,55,260","64.04"
"RELIANCE","EQ","28-Oct-2024","2,655.70","1,337.00","1,353.00","1,322.10","1,335.00","1,334.35","1,337.70","1,08,24,350","14,47,97,33,719.25","3,68,817","65,28,553","60.31"
"RELIANCE","EQ","29-Oct-2024","1,334.35","1,328.10","1,343.20","1,320.30","1,340.00","1,340.00","1,331.46","1,20,08,361","15,98,86,83,034.00","4,36,915","78,68,884","65.53"
"RELIANCE","EQ","30-Oct-2024","1,340.00","1,335.00","1,350.00","1,325.35","1,344.85","1,343.90","1,341.16","1,19,84,423","16,07,30,73,274.15","2,95,954","75,01,497","62.59"
"RELIANCE","EQ","31-Oct-2024","1,343.90","1,340.00","1,343.00","1,326.15","1,332.00","1,332.05","1,334.14","93,31,650","12,44,97,44,606.90","4,14,741","61,20,942","65.59"
"RELIANCE","EQ","01-Nov-2024","1,332.05","1,333.05","1,341.95","1,333.00","1,338.40","1,338.65","1,338.89","21,27,335","2,84,82,64,119.80","1,27,374","14,96,974","70.37"
"RELIANCE","EQ","04-Nov-2024","1,338.65","1,337.85","1,340.00","1,285.10","1,298.50","1,302.15","1,301.44","1,97,96,890","25,76,44,50,096.55","5,54,958","1,08,30,488","54.71"
"RELIANCE","EQ","05-Nov-2024","1,302.15","1,293.00","1,309.55","1,286.15","1,307.50","1,305.30","1,297.87","1,62,67,479","21,11,31,19,455.50","3,71,758","93,88,843","57.72"
"RELIANCE","EQ","06-Nov-2024","1,305.30","1,310.00","1,328.30","1,300.20","1,326.00","1,325.35","1,315.57","2,16,25,209","28,44,95,04,045.35","3,49,627","1,38,15,044","63.88"
"RELIANCE","EQ","07-Nov-2024","1,325.35","1,324.00","1,324.00","1,302.60","1,305.00","1,305.65","1,308.97","96,11,974","12,58,18,00,339.00","2,61,277","57,53,322","59.86"
"RELIANCE","EQ","08-Nov-2024","1,305.65","1,297.65","1,301.65","1,275.00","1,280.20","1,283.75","1,284.01","1,98,14,406","25,44,19,00,935.60","4,77,001","1,23,81,972","62.49"
"RELIANCE","EQ","11-Nov-2024","1,283.75","1,278.95","1,286.00","1,267.00","1,273.40","1,272.70","1,275.44","90,56,552","11,55,10,68,872.50","2,86,019","50,20,499","55.43"
"RELIANCE","EQ","12-Nov-2024","1,272.70","1,275.55","1,289.30","1,267.50","1,269.50","1,274.25","1,277.82","1,06,71,091","13,63,56,94,812.30","2,99,780","56,61,871","53.06"
"RELIANCE","EQ","13-Nov-2024","1,274.25","1,270.25","1,275.45","1,249.50","1,252.70","1,252.05","1,258.62","1,46,33,633","18,41,82,08,535.90","4,69,215","93,21,511","63.70"
"RELIANCE","EQ","14-Nov-2024","1,252.05","1,253.60","1,272.60","1,251.10","1,266.90","1,267.60","1,263.73","1,26,12,633","15,93,89,29,092.75","3,01,253","69,76,289","55.31"
"RELIANCE","EQ","18-Nov-2024","1,267.60","1,267.60","1,272.90","1,243.90","1,259.15","1,260.75","1,258.64","1,36,20,611","17,14,35,01,436.40","3,01,906","83,67,305","61.43"
"RELIANCE","EQ","19-Nov-2024","1,260.75","1,260.75","1,281.50","1,235.15","1,237.40","1,241.65","1,265.50","1,41,83,746","17,94,94,63,404.35","3,55,649","87,27,273","61.53"
"RELIANCE","EQ","21-Nov-2024","1,241.65","1,241.65","1,243.95","1,217.25","1,220.45","1,223.00","1,224.92","1,94,33,843","23,80,49,02,094.90","5,53,410","1,18,29,284","60.87"
"RELIANCE","EQ","22-Nov-2024","1,223.00","1,229.40","1,268.85","1,222.45","1,264.00","1,265.40","1,247.09","2,04,71,957","25,53,04,60,769.30","3,23,219","1,29,48,565","63.25"
"RELIANCE","EQ","25-Nov-2024","1,265.40","1,290.00","1,304.45","1,282.45","1,290.95","1,287.00","1,291.52","2,89,23,341","37,35,50,89,803.05","3,90,544","1,74,23,873","60.24"
"RELIANCE","EQ","26-Nov-2024","1,287.00","1,294.95","1,297.85","1,284.20","1,295.60","1,295.70","1,292.03","92,47,557","11,94,81,33,607.60","2,18,738","55,67,334","60.20"
"RELIANCE","EQ","27-Nov-2024","1,295.70","1,293.50","1,303.85","1,286.00","1,293.40","1,293.20","1,293.84","95,72,746","12,38,56,14,506.45","1,96,614","51,87,301","54.19"
"RELIANCE","EQ","28-Nov-2024","1,293.20","1,289.95","1,296.60","1,269.05","1,272.75","1,270.80","1,280.74","1,50,27,412","19,24,61,53,609.30","3,11,959","90,97,251","60.54"
"RELIANCE","EQ","29-Nov-2024","1,270.80","1,280.00","1,299.50","1,275.25","1,291.50","1,292.20","1,290.83","1,32,02,307","17,04,19,75,591.70","2,80,529","73,50,281","55.67"
"RELIANCE","EQ","02-Dec-2024","1,292.20","1,288.00","1,311.35","1,277.05","1,310.60","1,309.15","1,298.60","1,10,24,152","14,31,59,72,962.55","2,72,825","50,90,869","46.18"
"RELIANCE","EQ","03-Dec-2024","1,309.15","1,317.00","1,326.80","1,307.00","1,325.05","1,323.30","1,320.68","1,68,69,482","22,27,92,47,257.55","3,49,204","1,22,30,775","72.50"
"RELIANCE","EQ","04-Dec-2024","1,323.30","1,326.00","1,328.40","1,304.05","1,309.50","1,308.95","1,310.74","1,96,08,540","25,70,17,43,568.80","2,50,873","1,40,47,215","71.64"
"RELIANCE","EQ","05-Dec-2024","1,308.95","1,314.35","1,329.95","1,306.15","1,320.90","1,322.05","1,319.78","1,68,58,723","22,24,98,86,629.55","3,09,667","79,09,470","46.92"
"RELIANCE","EQ","06-Dec-2024","1,322.05","1,323.90","1,323.90","1,310.00","1,311.60","1,311.55","1,314.49","90,37,514","11,87,97,01,933.90","1,93,736","55,46,164","61.37"
"RELIANCE","EQ","09-Dec-2024","1,311.55","1,303.00","1,315.00","1,293.10","1,296.40","1,295.15","1,304.10","1,46,50,002","19,10,51,10,924.90","2,02,850","99,86,486","68.17"
"RELIANCE","EQ","10-Dec-2024","1,295.15","1,289.25","1,294.90","1,280.20","1,285.95","1,284.85","1,286.46","1,60,43,729","20,63,95,94,557.20","4,56,341","1,17,83,897","73.45"
"RELIANCE","EQ","11-Dec-2024","1,284.85","1,285.00","1,290.00","1,276.05","1,279.00","1,278.20","1,282.33","1,17,24,373","15,03,44,57,832.65","2,72,365","81,34,158","69.38"
"RELIANCE","EQ","12-Dec-2024","1,278.20","1,270.00","1,278.20","1,260.60","1,261.30","1,262.90","1,265.58","2,09,06,813","26,45,91,66,488.55","3,63,205","1,38,08,070","66.05"
"RELIANCE","EQ","13-Dec-2024","1,262.90","1,260.00","1,275.20","1,239.60","1,274.45","1,272.85","1,257.50","2,86,30,222","36,00,26,21,429.30","4,82,467","1,77,92,504","62.15"
"RELIANCE","EQ","16-Dec-2024","1,272.85","1,275.00","1,281.00","1,266.55","1,268.40","1,268.30","1,271.94","94,86,781","12,06,66,29,924.30","2,24,571","55,73,377","58.75"
"RELIANCE","EQ","17-Dec-2024","1,268.30","1,261.05","1,263.90","1,242.80","1,244.70","1,245.30","1,249.22","1,74,62,791","21,81,47,94,516.85","4,81,698","1,11,18,567","63.67"
"RELIANCE","EQ","18-Dec-2024","1,245.30","1,240.65","1,259.95","1,240.65","1,254.35","1,253.25","1,252.58","1,26,70,179","15,87,03,98,087.10","2,66,155","69,88,693","55.16"
"RELIANCE","EQ","19-Dec-2024","1,253.25","1,239.00","1,244.90","1,229.00","1,230.50","1,230.45","1,235.73","1,42,44,653","17,60,25,40,036.00","5,03,893","93,61,064","65.72"
"RELIANCE","EQ","20-Dec-2024","1,230.45","1,224.00","1,239.50","1,201.50","1,206.00","1,205.30","1,215.95","2,03,12,896","24,69,94,97,247.50","4,99,900","1,24,54,242","61.31"
"RELIANCE","EQ","23-Dec-2024","1,205.30","1,215.00","1,227.20","1,213.20","1,223.85","1,222.30","1,219.77","1,00,52,824","12,26,20,91,651.05","2,58,756","61,31,121","60.99"
"RELIANCE","EQ","24-Dec-2024","1,222.30","1,222.30","1,233.55","1,221.00","1,224.20","1,222.75","1,227.14","67,34,917","8,26,46,75,853.25","2,07,746","34,47,162","51.18"
"RELIANCE","EQ","26-Dec-2024","1,222.75","1,224.25","1,227.70","1,214.25","1,217.00","1,216.55","1,219.74","1,00,16,178","12,21,71,76,986.80","2,56,436","62,29,245","62.19"
"RELIANCE","EQ","27-Dec-2024","1,216.55","1,218.30","1,227.90","1,217.00","1,221.50","1,221.05","1,223.20","70,00,397","8,56,28,95,530.20","1,74,882","41,47,537","59.25"
"RELIANCE","EQ","30-Dec-2024","1,221.05","1,216.40","1,223.20","1,208.10","1,211.50","1,210.70","1,214.71","88,18,766","10,71,22,29,377.50","3,08,317","53,71,141","60.91"
"RELIANCE","EQ","31-Dec-2024","1,210.70","1,208.00","1,219.10","1,206.15","1,216.40","1,215.45","1,213.08","64,05,475","7,77,03,38,353.90","1,80,916","33,53,131","52.35"
